ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2018    1  -0.21  -0.17  -0.39  -0.47  -0.23  -0.47  -0.47  -0.37  -0.49  -0.18  -0.20  -0.18    1     Usos_Consuntivos - CAMARGOS
2019    1  -0.21  -0.17  -0.39  -0.48  -0.24  -0.48  -0.48  -0.38  -0.50  -0.18  -0.21  -0.18    1
2020    1  -0.22  -0.17  -0.40  -0.49  -0.24  -0.49  -0.49  -0.38  -0.51  -0.18  -0.21  -0.18    1
2021    1  -0.22  -0.17  -0.41  -0.50  -0.24  -0.50  -0.50  -0.39  -0.52  -0.18  -0.21  -0.18    1
2022    1  -0.22  -0.17  -0.42  -0.51  -0.25  -0.51  -0.51  -0.40  -0.53  -0.18  -0.21  -0.18    1
2018    4  -0.60  -0.60  -1.61  -3.14  -1.05  -2.91  -2.81  -1.74  -3.35  -0.61  -0.61  -0.61    1     Usos_Consuntivos - FUNIL-GRANDE
2019    4  -0.61  -0.61  -1.65  -3.22  -1.07  -2.98  -2.89  -1.77  -3.43  -0.62  -0.62  -0.62    1
2020    4  -0.62  -0.62  -1.68  -3.30  -1.09  -3.06  -2.96  -1.81  -3.52  -0.62  -0.62  -0.62    1
2021    4  -0.62  -0.62  -1.72  -3.38  -1.11  -3.13  -3.03  -1.85  -3.61  -0.63  -0.63  -0.63    1
2022    4  -0.63  -0.63  -1.76  -3.47  -1.13  -3.20  -3.10  -1.89  -3.69  -0.64  -0.64  -0.64    1
2018    6  -2.97  -2.85  -6.03  -9.26  -3.73 -11.08 -11.40  -9.71  -9.76  -2.98  -7.57  -2.86    1     Usos_Consuntivos - FURNAS
2019    6  -3.00  -2.88  -6.15  -9.47  -3.79 -11.36 -11.68  -9.94  -9.99  -3.01  -7.74  -2.89    1
2020    6  -3.04  -2.91  -6.27  -9.69  -3.85 -11.63 -11.96 -10.17 -10.22  -3.05  -7.91  -2.92    1
2021    6  -3.07  -2.94  -6.40  -9.91  -3.90 -11.90 -12.24 -10.40 -10.46  -3.08  -8.08  -2.95    1
2022    6  -3.10  -2.97  -6.52 -10.13  -3.96 -12.17 -12.52 -10.63 -10.69  -3.11  -8.25  -2.98    1
2018    7  -0.56  -0.56  -1.06  -0.93  -0.72  -1.22  -1.29  -1.10  -1.37  -0.57  -0.65  -0.56    1     Usos_Consuntivos - M. DE MORAES
2019    7  -0.56  -0.56  -1.08  -0.95  -0.73  -1.25  -1.32  -1.12  -1.40  -0.57  -0.66  -0.57    1
2020    7  -0.57  -0.57  -1.10  -0.96  -0.74  -1.27  -1.34  -1.14  -1.42  -0.58  -0.67  -0.57    1
2021    7  -0.57  -0.57  -1.12  -0.98  -0.75  -1.30  -1.37  -1.16  -1.45  -0.58  -0.68  -0.58    1
2022    7  -0.58  -0.58  -1.14  -0.99  -0.76  -1.32  -1.40  -1.18  -1.48  -0.59  -0.68  -0.58    1
2018    8  -0.06  -0.06  -0.15  -0.14  -0.18  -0.36  -0.39  -0.27  -0.38  -0.07  -0.07  -0.07    1     Usos_Consuntivos - ESTREITO
2019    8  -0.07  -0.07  -0.15  -0.15  -0.18  -0.36  -0.40  -0.28  -0.39  -0.07  -0.07  -0.07    1
2020    8  -0.07  -0.07  -0.16  -0.15  -0.19  -0.37  -0.41  -0.29  -0.39  -0.07  -0.07  -0.07    1
2021    8  -0.07  -0.07  -0.16  -0.15  -0.19  -0.38  -0.42  -0.29  -0.40  -0.07  -0.07  -0.07    1
2022    8  -0.07  -0.07  -0.16  -0.15  -0.20  -0.39  -0.43  -0.30  -0.41  -0.07  -0.07  -0.07    1
2018    9  -0.03  -0.03  -0.15  -0.16  -0.16  -0.35  -0.38  -0.25  -0.32  -0.03  -0.03  -0.03    1     Usos_Consuntivos - JAGUARA
2019    9  -0.03  -0.03  -0.15  -0.16  -0.17  -0.36  -0.39  -0.26  -0.33  -0.03  -0.03  -0.03    1
2020    9  -0.03  -0.03  -0.15  -0.17  -0.17  -0.37  -0.40  -0.27  -0.34  -0.03  -0.03  -0.03    1
2021    9  -0.03  -0.03  -0.16  -0.17  -0.17  -0.38  -0.41  -0.27  -0.35  -0.03  -0.03  -0.03    1
2022    9  -0.03  -0.03  -0.16  -0.18  -0.18  -0.39  -0.43  -0.28  -0.36  -0.03  -0.03  -0.03    1
2018   10  -0.10  -0.10  -0.25  -0.22  -0.25  -0.45  -0.48  -0.34  -0.46  -0.11  -0.11  -0.10    1     Usos_Consuntivos - IGARAPAVA
2019   10  -0.10  -0.10  -0.26  -0.23  -0.25  -0.46  -0.50  -0.35  -0.48  -0.11  -0.11  -0.11    1
2020   10  -0.11  -0.11  -0.26  -0.23  -0.26  -0.47  -0.51  -0.35  -0.49  -0.11  -0.11  -0.11    1
2021   10  -0.11  -0.11  -0.27  -0.24  -0.27  -0.48  -0.52  -0.36  -0.50  -0.11  -0.11  -0.11    1
2022   10  -0.11  -0.11  -0.27  -0.24  -0.27  -0.49  -0.53  -0.37  -0.51  -0.12  -0.11  -0.11    1
2018   11  -0.17  -0.17  -1.32  -1.98  -1.72  -3.12  -3.32  -2.62  -3.37  -0.67  -0.60  -0.17    1     Usos_Consuntivos - VOLTA GRANDE
2019   11  -0.17  -0.17  -1.36  -2.03  -1.77  -3.20  -3.41  -2.70  -3.47  -0.68  -0.62  -0.17    1
2020   11  -0.17  -0.17  -1.39  -2.09  -1.81  -3.29  -3.50  -2.77  -3.56  -0.70  -0.63  -0.18    1
2021   11  -0.17  -0.18  -1.43  -2.14  -1.86  -3.38  -3.60  -2.84  -3.66  -0.71  -0.65  -0.18    1
2022   11  -0.18  -0.18  -1.47  -2.20  -1.91  -3.47  -3.69  -2.92  -3.75  -0.73  -0.66  -0.18    1
2018   12  -1.46  -1.34  -5.12  -7.76  -7.90 -12.92 -13.67 -11.72 -14.29  -3.89  -4.61  -1.36    1     Usos_Consuntivos - P. COLOMBIA
2019   12  -1.48  -1.36  -5.25  -7.97  -8.11 -13.28 -14.05 -12.04 -14.69  -3.99  -4.73  -1.37    1
2020   12  -1.50  -1.37  -5.38  -8.18  -8.32 -13.64 -14.43 -12.37 -15.09  -4.08  -4.84  -1.39    1
2021   12  -1.53  -1.39  -5.51  -8.39  -8.53 -14.00 -14.81 -12.69 -15.49  -4.17  -4.96  -1.41    1
2022   12  -1.55  -1.41  -5.64  -8.59  -8.74 -14.36 -15.19 -13.01 -15.89  -4.27  -5.07  -1.43    1
2018   14  -0.38  -0.38  -0.54  -1.01  -0.41  -1.80  -1.88  -1.49  -1.28  -0.38  -1.13  -0.38    1     Usos_Consuntivos - CACONDE
2019   14  -0.38  -0.38  -0.55  -1.04  -0.42  -1.85  -1.93  -1.53  -1.31  -0.39  -1.15  -0.39    1
2020   14  -0.39  -0.39  -0.56  -1.06  -0.42  -1.90  -1.98  -1.57  -1.34  -0.39  -1.18  -0.39    1
2021   14  -0.39  -0.39  -0.57  -1.08  -0.43  -1.94  -2.03  -1.60  -1.37  -0.40  -1.21  -0.40    1
2022   14  -0.40  -0.40  -0.58  -1.11  -0.43  -1.99  -2.08  -1.64  -1.40  -0.40  -1.23  -0.40    1
2018   15  -0.25  -0.25  -1.08  -1.74  -0.67  -2.63  -2.85  -2.32  -2.58  -0.26  -0.98  -0.25    1     Usos_Consuntivos - E. DA CUNHA
2019   15  -0.25  -0.25  -1.11  -1.78  -0.68  -2.70  -2.93  -2.39  -2.65  -0.27  -1.00  -0.26    1
2020   15  -0.26  -0.26  -1.14  -1.83  -0.70  -2.77  -3.01  -2.45  -2.72  -0.27  -1.02  -0.26    1
2021   15  -0.26  -0.26  -1.16  -1.88  -0.71  -2.84  -3.09  -2.52  -2.79  -0.27  -1.05  -0.26    1
2022   15  -0.26  -0.26  -1.19  -1.92  -0.73  -2.92  -3.17  -2.58  -2.86  -0.28  -1.07  -0.27    1
2018   16  -0.01  -0.01  -0.08  -0.10  -0.04  -0.15  -0.17  -0.14  -0.16  -0.01  -0.05  -0.01    1     Usos_Consuntivos - A.S.OLIVEIRA
2019   16  -0.01  -0.01  -0.08  -0.11  -0.04  -0.16  -0.18  -0.14  -0.16  -0.01  -0.05  -0.01    1
2020   16  -0.01  -0.01  -0.08  -0.11  -0.04  -0.16  -0.18  -0.15  -0.17  -0.01  -0.06  -0.01    1
2021   16  -0.01  -0.01  -0.09  -0.11  -0.04  -0.17  -0.18  -0.15  -0.17  -0.01  -0.06  -0.01    1
2022   16  -0.01  -0.01  -0.09  -0.12  -0.05  -0.17  -0.19  -0.16  -0.18  -0.01  -0.06  -0.01    1
2018   17  -8.52  -5.87 -21.73 -45.71 -29.98 -66.77 -72.24 -64.05 -71.71 -17.27 -38.84  -5.93    1     Usos_Consuntivos - MARIMBONDO
2019   17  -8.67  -5.95 -22.28 -46.96 -30.76 -68.64 -74.27 -65.84 -73.72 -17.68 -39.89  -6.01    1
2020   17  -8.83  -6.02 -22.82 -48.21 -31.55 -70.50 -76.30 -67.63 -75.73 -18.09 -40.93  -6.09    1
2021   17  -8.98  -6.10 -23.37 -49.46 -32.34 -72.37 -78.33 -69.42 -77.75 -18.51 -41.98  -6.17    1
2022   17  -9.14  -6.18 -23.91 -50.71 -33.13 -74.24 -80.36 -71.21 -79.76 -18.92 -43.03  -6.25    1
2018   18  -3.26  -2.39  -2.86  -8.18  -8.40 -12.99 -13.93 -10.77 -13.62  -4.92  -7.91  -2.41    1     Usos_Consuntivos - A. VERMELHA
2019   18  -3.31  -2.41  -2.90  -8.37  -8.60 -13.33 -14.30 -11.04 -13.97  -5.02  -8.10  -2.44    1
2020   18  -3.36  -2.44  -2.94  -8.57  -8.81 -13.66 -14.67 -11.31 -14.33  -5.12  -8.29  -2.47    1
2021   18  -3.41  -2.47  -2.98  -8.77  -9.01 -14.00 -15.03 -11.59 -14.69  -5.22  -8.48  -2.50    1
2022   18  -3.47  -2.49  -3.02  -8.97  -9.21 -14.34 -15.40 -11.86 -15.04  -5.32  -8.67  -2.52    1
2018   20  -0.13  -0.13  -1.63  -3.03  -3.27  -4.68  -5.09  -5.05  -5.33  -0.74  -0.13  -0.13    1     Usos_Consuntivos - BATALHA
2019   20  -0.14  -0.14  -1.71  -3.18  -3.43  -4.92  -5.34  -5.31  -5.60  -0.77  -0.14  -0.14    1
2020   20  -0.14  -0.14  -1.79  -3.34  -3.60  -5.15  -5.60  -5.57  -5.87  -0.80  -0.14  -0.14    1
2021   20  -0.14  -0.14  -1.87  -3.49  -3.76  -5.39  -5.86  -5.82  -6.14  -0.84  -0.14  -0.14    1
2022   20  -0.14  -0.14  -1.95  -3.64  -3.93  -5.63  -6.12  -6.08  -6.41  -0.87  -0.15  -0.15    1
2018   21  -0.05  -0.05  -0.66  -1.23  -1.33  -1.90  -2.06  -2.05  -2.16  -0.30  -0.05  -0.05    1     Usos_Consuntivos - SERRA FACAO
2019   21  -0.05  -0.05  -0.66  -1.23  -1.32  -1.90  -2.06  -2.05  -2.16  -0.30  -0.05  -0.05    1
2020   21  -0.05  -0.05  -0.66  -1.23  -1.32  -1.90  -2.06  -2.05  -2.16  -0.30  -0.05  -0.05    1
2021   21  -0.05  -0.05  -0.66  -1.23  -1.32  -1.89  -2.06  -2.04  -2.16  -0.29  -0.05  -0.05    1
2022   21  -0.05  -0.05  -0.65  -1.22  -1.32  -1.89  -2.06  -2.04  -2.16  -0.29  -0.05  -0.05    1
2018   24  -0.71  -0.79  -3.75 -10.24  -6.32 -15.85 -15.92 -12.15 -21.25  -6.69  -0.75  -0.91    1     Usos_Consuntivos - EMBORCACAO
2019   24  -0.72  -0.80  -3.87 -10.60  -6.53 -16.41 -16.48 -12.57 -22.01  -6.92  -0.76  -0.93    1
2020   24  -0.73  -0.82  -3.99 -10.96  -6.74 -16.98 -17.05 -13.00 -22.78  -7.14  -0.77  -0.94    1
2021   24  -0.74  -0.83  -4.11 -11.32  -6.96 -17.54 -17.62 -13.43 -23.54  -7.37  -0.78  -0.96    1
