 P.CHAVE  MODIFICACOES E INDICES
 XXXXXXXX XXXXXXXXXXXXXXXXXXXXX
 USINA    1
 VMAXT    11 2019  65.770 '%'
 VMAXT    12 2019  44.940 '%'
 VMAXT     2 2020  50.890 '%'
 VMAXT     3 2020  77.680 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  65.770 '%'
 VMAXT    12 2020  44.940 '%'
 VMAXT     2 2021  50.890 '%'
 VMAXT     3 2021  77.680 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  65.770 '%'
 VMAXT    12 2021  44.940 '%'
 VMAXT     2 2022  50.890 '%'
 VMAXT     3 2022  77.680 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  65.770 '%'
 VMAXT    12 2022  44.940 '%'
 VMAXT     2 2023  50.890 '%'
 VMAXT     3 2023  77.680 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  65.770 '%'
 VMAXT    12 2023  44.940 '%'
 VAZMIN   34.0
 USINA    2
 VAZMIN   34.0
 USINA    6
 VMAXT    11 2019  96.900 '%'
 VMAXT    12 2019  94.540 '%'
 VMAXT     2 2020  96.400 '%'
 VMAXT     3 2020  96.960 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  96.900 '%'
 VMAXT    12 2020  94.540 '%'
 VMAXT     2 2021  96.400 '%'
 VMAXT     3 2021  96.960 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  96.900 '%'
 VMAXT    12 2021  94.540 '%'
 VMAXT     2 2022  96.400 '%'
 VMAXT     3 2022  96.960 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  96.900 '%'
 VMAXT    12 2022  94.540 '%'
 VMAXT     2 2023  96.400 '%'
 VMAXT     3 2023  96.960 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  96.900 '%'
 VMAXT    12 2023  94.540 '%'
 VAZMIN   131.0
 USINA    7
 VMAXT    11 2019  80.000 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  80.000 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  80.000 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  80.000 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  80.000 '%'
 VMINT     6 2019  13.230 '%'
 VAZMIN   149.0
 USINA    8
 VAZMIN   153.0
 USINA    9
 VAZMIN   168.0
 USINA    10
 VAZMIN   172.0
 USINA    11
 VAZMIN   178.0
 USINA    12
 VAZMIN   189.0
 USINA    14
 VAZMINT   6 2019 32.0
 VMAXT    11 2019  96.030 '%'
 VMAXT    12 2019  92.060 '%'
 VMAXT     1 2020  94.050 '%'
 VMAXT     2 2020  96.030 '%'
 VMAXT     3 2020  98.020 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  96.030 '%'
 VMAXT    12 2020  92.060 '%'
 VMAXT     1 2021  94.050 '%'
 VMAXT     2 2021  96.030 '%'
 VMAXT     3 2021  98.020 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  96.030 '%'
 VMAXT    12 2021  92.060 '%'
 VMAXT     1 2022  94.050 '%'
 VMAXT     2 2022  96.030 '%'
 VMAXT     3 2022  98.020 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  96.030 '%'
 VMAXT    12 2022  92.060 '%'
 VMAXT     1 2023  94.050 '%'
 VMAXT     2 2023  96.030 '%'
 VMAXT     3 2023  98.020 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  96.030 '%'
 VMAXT    12 2023  92.060 '%'
 USINA    16
 VAZMIN   19.0
 USINA    17
 VAZMINT   6 2019 312.0
 VAZMINT  11 2019 330.0
 VAZMINT   4 2020 312.0
 VAZMINT  11 2020 330.0
 VAZMINT   4 2021 312.0
 VAZMINT  11 2021 330.0
 VAZMINT   4 2022 312.0
 VAZMINT  11 2022 330.0
 VAZMINT   4 2023 312.0
 VAZMINT  11 2023 330.0
 VMAXT     6 2019  95.000 '%'
 VMAXT    11 2019  75.000 '%'
 VMAXT    12 2019  70.060 '%'
 VMAXT     2 2020  71.770 '%'
 VMAXT     3 2020  75.420 '%'
 VMAXT     4 2020  95.000 '%'
 VMAXT    11 2020  75.000 '%'
 VMAXT    12 2020  70.060 '%'
 VMAXT     2 2021  71.770 '%'
 VMAXT     3 2021  75.420 '%'
 VMAXT     4 2021  95.000 '%'
 VMAXT    11 2021  75.000 '%'
 VMAXT    12 2021  70.060 '%'
 VMAXT     2 2022  71.770 '%'
 VMAXT     3 2022  75.420 '%'
 VMAXT     4 2022  95.000 '%'
 VMAXT    11 2022  75.000 '%'
 VMAXT    12 2022  70.060 '%'
 VMAXT     2 2023  71.770 '%'
 VMAXT     3 2023  75.420 '%'
 VMAXT     4 2023  95.000 '%'
 VMAXT    11 2023  75.000 '%'
 VMAXT    12 2023  70.060 '%'
 USINA    18
 VAZMINT   6 2019 364.0
 VMAXT    11 2019  77.090 '%'
 VMAXT    12 2019  69.200 '%'
 VMAXT     1 2020  69.280 '%'
 VMAXT     2 2020  72.370 '%'
 VMAXT     3 2020  77.560 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  77.090 '%'
 VMAXT    12 2020  69.200 '%'
 VMAXT     1 2021  69.280 '%'
 VMAXT     2 2021  72.370 '%'
 VMAXT     3 2021  77.560 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  77.090 '%'
 VMAXT    12 2021  69.200 '%'
 VMAXT     1 2022  69.280 '%'
 VMAXT     2 2022  72.370 '%'
 VMAXT     3 2022  77.560 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  77.090 '%'
 VMAXT    12 2022  69.200 '%'
 VMAXT     1 2023  69.280 '%'
 VMAXT     2 2023  72.370 '%'
 VMAXT     3 2023  77.560 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  77.090 '%'
 VMAXT    12 2023  69.200 '%'
 USINA    24
 VMAXT    11 2019  97.770 '%'
 VMAXT    12 2019  96.780 '%'
 VMAXT     1 2020  97.220 '%'
 VMAXT     2 2020  97.410 '%'
 VMAXT     3 2020  97.820 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  97.770 '%'
 VMAXT    12 2020  96.780 '%'
 VMAXT     1 2021  97.220 '%'
 VMAXT     2 2021  97.410 '%'
 VMAXT     3 2021  97.820 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  97.770 '%'
 VMAXT    12 2021  96.780 '%'
 VMAXT     1 2022  97.220 '%'
 VMAXT     2 2022  97.410 '%'
 VMAXT     3 2022  97.820 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  97.770 '%'
 VMAXT    12 2022  96.780 '%'
 VMAXT     1 2023  97.220 '%'
 VMAXT     2 2023  97.410 '%'
 VMAXT     3 2023  97.820 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  97.770 '%'
 VMAXT    12 2023  96.780 '%'
 VAZMIN   100.0
 USINA    25
 VAZMINT   6 2019 26.8
 VAZMINT  11 2019 110.0
 VAZMINT   4 2020 26.8
 VAZMINT  11 2020 110.0
 VAZMINT   4 2021 26.8
 VAZMINT  11 2021 110.0
 VAZMINT   4 2022 26.8
 VAZMINT  11 2022 110.0
 VAZMINT   4 2023 26.8
 VAZMINT  11 2023 110.0
 VMAXT    11 2019  98.330 '%'
 VMAXT    12 2019  97.600 '%'
 VMAXT     1 2020  97.660 '%'
 VMAXT     2 2020  98.060 '%'
 VMAXT     3 2020  98.370 '%'
 VMAXT     4 2020 100.000 '%'
 VMAXT    11 2020  98.330 '%'
 VMAXT    12 2020  97.600 '%'
 VMAXT     1 2021  97.660 '%'
 VMAXT     2 2021  98.060 '%'
 VMAXT     3 2021  98.370 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  98.330 '%'
 VMAXT    12 2021  97.600 '%'
 VMAXT     1 2022  97.660 '%'
 VMAXT     2 2022  98.060 '%'
 VMAXT     3 2022  98.370 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  98.330 '%'
 VMAXT    12 2022  97.600 '%'
 VMAXT     1 2023  97.660 '%'
 VMAXT     2 2023  98.060 '%'
 VMAXT     3 2023  98.370 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  98.330 '%'
 VMAXT    12 2023  97.600 '%'
 USINA    26
 VAZMINT   6 2019 100.0
 VAZMINT  11 2019 135.0
 VAZMINT   3 2020 100.0
 VAZMINT  11 2020 135.0
 VAZMINT   3 2021 100.0
 VAZMINT  11 2021 135.0
 VAZMINT   3 2022 100.0
 VAZMINT  11 2022 135.0
 VAZMINT   3 2023 100.0
