 NUM NOME          POT  FCMX    TEIF   IP    <--------------------GTMIN PARA O PRIMEIRO ANO DE ESTUDO ------------------------|D+ ANOS
 XXX XXXXXXXXXXXX  XXXX. XXX.  XXX.XX XXX.XX JAN.XX FEV.XX MAR.XX ABR.XX MAI.XXJUN.XX JUL.XX AGO.XX SET.XX OUT.XX NOV.XX DEZ.XX XXX.XX
   1 ANGRA 1        640. 100.    2.28  14.61    0.0    0.0    0.0    0.0    0.0  520.0  520.0  520.0  520.0  520.0  520.0  520.0  520.0
  13 ANGRA 2       1350. 100.    1.54   7.83    0.0    0.0    0.0    0.0    0.0 1080.0 1080.0 1080.0 1080.0 1080.0 1080.0 1080.0 1080.0
 211 BAIXADA FLU    530. 100.    9.70   8.56    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  97 CCBS             0. 100.    6.38   8.31    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 219 CCBS_L1        157. 100.    6.38   8.31    0.0    0.0    0.0    0.0    0.0  62.87  62.87  62.87  62.87  62.87  62.87  62.87    0.0
 220 CCBS_L13        59. 100.    6.38   8.31    0.0    0.0    0.0    0.0    0.0  23.53  23.53  23.53  23.53  23.53  23.53  23.53    0.0
  12 CUIABA G CC    529. 100.   11.01  21.82    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 153 DAIA            44. 100.   17.83  18.38    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  65 DO ATLAN_CSA   255.  93.    0.35   4.01    0.0    0.0    0.0    0.0    0.0 236.12 236.12 236.12 220.37 236.12 236.12 236.12  218.5
 183 DO ATLANTICO   235.  93.    0.35   4.01    0.0    0.0    0.0    0.0    0.0  201.5  201.5  201.5  201.5  201.5  201.5  201.5  201.5
 213 EBOLT_L1       321. 100.   24.83   6.58    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 214 EBOLT_L13       65. 100.   24.83   6.58    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  62 ELETROBOLT       0. 100.   24.83   6.58    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 110 F.GASPARIAN    572.  97.    9.14  11.04    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 238 GNA P. ACU 3     0. 100.    2.50   2.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 155 GOIANIA II     140. 100.   40.01  34.49    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  63 IBIRITERMO     226. 100.    8.05  12.91    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   2 IGARAPE        131. 100.   29.78  22.30    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  54 JUIZ DE FORA    87. 100.    5.86   2.50    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  15 LINHARES       204. 100.    2.37   2.20    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 236 MARLIM AZUL      0. 100.    5.00   5.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 171 NORTEFLU-1     400. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0 399.99 399.99 399.99 399.99 399.99 399.99 399.99 399.99
 172 NORTEFLU-2     100. 100.    5.35   8.37    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 173 NORTEFLU-3     200. 100.    5.35   8.37    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 174 NORTEFLU-4     127. 100.    5.35   8.37    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 137 NOVO TEMPO       0. 100.    2.00   2.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 229 ONCA PINTADA     0.  95.    3.19   5.48    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 182 PALMEIRAS GO   176.  80.   63.24   7.42    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  50 PIRAT.12 G     200. 100.    6.57  12.08    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 230 PREDILECTA       0. 100.    0.37   5.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   9 R.SILVEIRA      25. 100.   16.56  21.83    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   4 ST.CRUZ 34     436.  92.   24.25  18.01    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  86 ST.CRUZ NOVA   500. 100.    6.16   5.79    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 146 STA VITORIA      0.  93.    1.00  16.20    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 217 T LAGOAS_L1    134. 100.   15.87   5.08    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 218 T LAGOAS_L13   216. 100.   15.87   5.08    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 194 T.NORTE 2      340.  94.    2.93   3.46    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 223 TERMOIRAPE I     0. 100.    0.50   4.50    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  90 TERMOMACAE     929. 100.    9.88   3.49    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  47 TERMORIO         0. 100.   12.23   3.90    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 215 TERMORIO_L1    770. 100.   12.23   3.90    0.0    0.0    0.0    0.0    0.0  74.73  74.73  74.73  74.73  74.73  74.73  74.73    0.0
 216 TERMORIO_L13   266. 100.   12.23   3.90    0.0    0.0    0.0    0.0    0.0  25.77  25.77  25.77  25.77  25.77  25.77  25.77    0.0
  68 TRES LAGOAS      0. 100.   15.87   5.08    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  49 VIANA          175. 100.    4.86   5.41    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 108 XAVANTES        54. 100.    0.04   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  48 ARAUCARIA      485. 100.    3.83  10.06    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  37 ARGENTINA 1      0. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  71 ARGENTINA 1B     0. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  38 ARGENTINA 2A     0. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  39 ARGENTINA 2B     0. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  40 ARGENTINA 2C     0. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  59 ARGENTINA 2D     0. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 237 CAMBARA          0. 100.    2.00   2.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 156 CANDIOTA 3     350. 100.   28.62  25.42    0.0    0.0    0.0    0.0    0.0  210.0  210.0  210.0  210.0  210.0  210.0  210.0  192.5
  64 CANOAS         249. 100.    2.38   4.40    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 169 CISFRAMA         4.  90.    3.50   6.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  28 FIGUEIRA        20. 100.   39.59  12.01    0.0    0.0    0.0    0.0    0.0    0.0    0.0  10.86  10.86  10.86  10.86  10.86  10.19
  26 J.LACERDA A1   100. 100.   32.52  22.66    0.0    0.0    0.0    0.0    0.0   25.0   25.0   25.0   25.0   25.0    0.0    0.0  23.18
  27 J.LACERDA A2   132. 100.   11.39  17.25    0.0    0.0    0.0    0.0    0.0   64.0   64.0   64.0   64.0   64.0   64.0   64.0  45.83
  25 J.LACERDA B    262. 100.   13.06  18.93    0.0    0.0    0.0    0.0    0.0  208.0  208.0  208.0  100.0  100.0  100.0  208.0 161.14
  24 J.LACERDA C    363. 100.    8.52  20.26    0.0    0.0    0.0    0.0    0.0  296.0  296.0  296.0  296.0  296.0  296.0  296.0 228.82
 107 PAMPA SUL        0. 100.    3.44   1.37    0.0    0.0    0.0    0.0    0.0    0.0    0.0  170.0  170.0  170.0  170.0  170.0  170.0
 149 SAO SEPE         8.  90.    2.00   3.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  35 URUGUAIANA     640. 100.    7.93  15.33    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 109 ALTOS           13. 100.   83.11  20.50    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 111 ARACATI         11. 100.   84.43  24.10    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 112 BAHIA I         31.  98.   11.94   3.60    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 113 BATURITE        11. 100.   80.85  24.10    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 235 CAMACARI MII     0. 100.    3.00   1.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 166 CAMACARI PI    150. 100.   39.66   1.57    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  52 CAMPINA GDE    169. 100.   38.51  18.43    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 117 CAMPO MAIOR     13. 100.   83.70  24.04    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 119 CAUCAIA         15. 100.   80.63  25.56    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 121 CRATO           13. 100.   86.02  22.76    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 125 ENGUIA PECEM    15. 100.   81.18  19.52    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  74 FAFEN          120. 100.   34.08   9.81    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  42 FORTALEZA      327. 100.    1.24   4.49    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0  223.0
  53 GLOBAL I       149. 100.   18.40  10.33    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  55 GLOBAL II      149. 100.   17.83   9.31    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 127 IGUATU          15. 100.   82.75  23.36    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 133 JUAZEIRO N      15. 100.   76.67  23.67    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  57 MARACANAU I    168. 100.   44.09  15.32    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 135 MARAMBAIA       13. 100.   86.25  23.94    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 164 MURICY         147. 100.   19.12   4.07    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 138 NAZARIA         13. 100.   84.65  22.97    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 167 P. PECEM I     720. 100.    9.82   6.78    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 163 P. PECEM II    365. 100.    3.77   5.33    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 224 P. SERGIPE I     0. 100.    1.10   2.05    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 160 PAU FERRO I     94. 100.    1.15   0.11    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 162 PECEM II         0. 100.    3.00   1.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  98 PERNAMBU_III   201. 100.   63.79   8.95    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 144 PETROLINA      136. 100.    3.03   2.05    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 151 POTIGUAR        53. 100.   10.02  17.63    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 161 POTIGUAR III    66. 100.    5.99  20.28    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 147 PROSPERIDADE    28. 100.    3.18   3.92    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 170 SUAPE II       381. 100.   15.03   5.47    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 221 SYKUE I         30. 100.    1.50   3.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  43 TERMOBAHIA     186.  86.    4.23  10.53    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 152 TERMOCABO       50. 100.    7.98  13.18    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  58 TERMOCEARA     223. 100.   33.53  17.30    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 159 TERMOMANAUS    143. 100.    8.74   1.04    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  67 TERMONE        171.  95.    7.85   0.88    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  69 TERMOPB        171.  95.    8.26   0.88    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  96 TERMOPE        533. 100.    7.27  11.55    0.0    0.0    0.0    0.0    0.0  348.8  348.8  348.8  348.8  348.8  348.8  348.8 342.69
  83 VALE DO ACU    368.  84.    1.26  10.29    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 201 APARECIDA      166. 100.   13.07  13.98    0.0    0.0    0.0    0.0    0.0   75.0   75.0   75.0   75.0   75.0   75.0   75.0   75.0
 203 C. ROCHA        85. 100.    1.00  20.72    0.0    0.0    0.0    0.0    0.0   67.0   67.0   67.0   67.0   67.0   67.0   67.0   67.0
 318 FLORES LT1      40. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 319 FLORES LT2      40. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  73 GERAMAR I      166.  96.    0.80   3.44    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  70 GERAMAR II     166.  96.    2.69   1.17    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 317 IRANDUBA        25. 100.    0.00   0.00    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 204 JARAQUI         75.  87.    4.00   0.00    0.0    0.0    0.0    0.0    0.0  62.99  62.99  62.99  62.99  62.99  62.99  62.99  62.99
 205 MANAUARA        67. 100.    2.50   0.39    0.0    0.0    0.0    0.0    0.0   64.5   64.5   64.5   64.5   64.5   64.5   64.5   64.5
 212 MARANHAO III   519. 100.    2.70   2.64    0.0    0.0    0.0    0.0    0.0 482.05 482.05 482.05 482.05 482.05 482.05    0.0 241.19
  36 MARANHAO IV    338. 100.    3.07   5.38    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
  21 MARANHAO V     338. 100.    2.29   4.80    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
 140 MAUA 3         591.  97.    4.00  12.21    0.0    0.0    0.0    0.0    0.0  264.0  264.0  264.0  264.0  264.0  264.0  264.0  264.0
 206 MAUA B3        110. 100.    7.29   5.93    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
